    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.779639769494331967E-35    0.476587933194106029E+03   -0.111280955133440251E+01   -0.230447045976053388E+01    0.674806534848093634E+03   -0.179213141010165877E+01
    0.784292118034683507E-35    0.476573534051180786E+03   -0.897496765196013513E+00   -0.213014727937049919E+01    0.401649688436648319E+03   -0.172637897735892487E+01
    0.818503798802454089E-35    0.476485641076201148E+03   -0.116683655062656122E+01   -0.241396527070584987E+01    0.144176618609196657E+04   -0.185415080581226022E+01
    0.826961422895092221E-35    0.476462581058369381E+03   -0.113276088221552307E+01   -0.238696772710383254E+01    0.146686458011685568E+04   -0.185152460994475021E+01
    0.829649743793617130E-35    0.476453589919561523E+03   -0.100714978689104129E+01   -0.230179330119438319E+01    0.659623956995958565E+03   -0.180411369298999880E+01
    0.873366236430850316E-35    0.476348387186794071E+03   -0.991064425360743684E+00   -0.224973966873193820E+01    0.685941004964079298E+03   -0.180825980381804463E+01
    0.894153822891314407E-35    0.476298841508609087E+03   -0.100664331635268134E+01   -0.224936294303961581E+01    0.548768048748469369E+03   -0.179629385957439425E+01
    0.904648190939547850E-35    0.476273004894497888E+03   -0.120487434204748922E+01   -0.234138377974737644E+01    0.159936604745017507E+04   -0.187417087160829787E+01
    0.109013384588217077E-34    0.475897485628009974E+03   -0.114253721151259136E+01   -0.233938759817162101E+01    0.101236619160196688E+04   -0.179133448850194732E+01
    0.111656645214347629E-34    0.475847069976604530E+03   -0.119491046980593296E+01   -0.225217727892057695E+01    0.136591310042464625E+04   -0.183625455862610742E+01
    0.122760773453087078E-34    0.475654951905641951E+03   -0.102600860409542527E+01   -0.219328522618233190E+01    0.370263659832407882E+03   -0.169567707279843560E+01
    0.127950539210364686E-34    0.475569639412517517E+03   -0.123333994234952904E+01   -0.231489636728503889E+01    0.137247090533149867E+04   -0.183890486470103198E+01
    0.147055276866428305E-34    0.475288809867763803E+03   -0.103837540463116262E+01   -0.232581609522581534E+01    0.760850720898642066E+03   -0.181603460364126157E+01
    0.156140435141650886E-34    0.475166415311052162E+03   -0.119552931484519931E+01   -0.241503024139092481E+01    0.157586442181022062E+04   -0.185484102972582576E+01
    0.169722443920823395E-34    0.474997098126260710E+03   -0.114074786651601023E+01   -0.241177074121312973E+01    0.145163367613845321E+04   -0.185035902040681322E+01
    0.178067264261584414E-34    0.474898604230125670E+03   -0.989413074418584060E+00   -0.219440116055826362E+01    0.619346968353619218E+03   -0.180099779392381265E+01
    0.183925057037290174E-34    0.474831370214305821E+03   -0.959343218949303633E+00   -0.228303197241507050E+01    0.513353793282175729E+03   -0.177016264741134677E+01
    0.194928767525924018E-34    0.474712658571988698E+03   -0.972194692511125780E+00   -0.228888528460293550E+01    0.661450317686795756E+03   -0.178720957895282595E+01
    0.196158842109505829E-34    0.474697577466276869E+03   -0.894452618745887662E+00   -0.214094405726001913E+01    0.254707830919486099E+03   -0.161970418203173416E+01
    0.196713308349912208E-34    0.474689432203736374E+03   -0.111429238863794744E+01   -0.234434526980649505E+01    0.840150221872057159E+03   -0.181878870053379416E+01
    0.207523881042192359E-34    0.474579934121348742E+03   -0.110454180038273364E+01   -0.226322257389464099E+01    0.112605306324157345E+04   -0.183706561231834264E+01
    0.208223772124705257E-34    0.474570700308293226E+03   -0.927642540588355047E+00   -0.208801564515074745E+01    0.262546229352425485E+03   -0.165297004554474114E+01
    0.220077436406131378E-34    0.474457468029995994E+03   -0.118267251253482542E+01   -0.220972862518065227E+01    0.975281324776871998E+03   -0.185244901892252578E+01
    0.224568700860457393E-34    0.474414563611036954E+03   -0.747947078266586018E+00   -0.212210428064387724E+01    0.239736099598671473E+03   -0.162195838952118621E+01
    0.229391085896009663E-34    0.474369570274972205E+03   -0.111802066122551125E+01   -0.232521174306861678E+01    0.751876515277964131E+03   -0.180320323766834534E+01
    0.234903159580867105E-34    0.474319580281519563E+03   -0.104854077366007381E+01   -0.228255317622758547E+01    0.754223051985848087E+03   -0.176166530511347119E+01
    0.255560359807203119E-34    0.474148509718865967E+03   -0.118548528342131831E+01   -0.217103995499655156E+01    0.900527089049331494E+03   -0.181103825185320311E+01
    0.269208100411926684E-34    0.474041957590163463E+03   -0.898018141095178635E+00   -0.210531701460904763E+01    0.296669291395741766E+03   -0.164402094101210672E+01
    0.274968297664497470E-34    0.473997115346563362E+03   -0.114092658399544788E+01   -0.236897518917940442E+01    0.111058419578372514E+04   -0.184617518440908590E+01
    0.335999364956256729E-34    0.473593708426265152E+03   -0.913419161782398348E+00   -0.217927835462937924E+01    0.329276597651800216E+03   -0.171887615511306535E+01
    0.348666768275169516E-34    0.473517193671411860E+03   -0.120111409741927311E+01   -0.238751472307012058E+01    0.187017597657894180E+04   -0.185465402888755726E+01
    0.350970299137293564E-34    0.473501523762079387E+03   -0.109602590734950489E+01   -0.236561292186140015E+01    0.119888630456274655E+04   -0.182566697448950599E+01
    0.383142905826007619E-34    0.473323610882467790E+03   -0.120374086748708642E+01   -0.238203225069692870E+01    0.184207131826729119E+04   -0.185073683117010823E+01
    0.409986449736276123E-34    0.473185678746708732E+03   -0.115652845243829816E+01   -0.234790266307731521E+01    0.106261907358243138E+04   -0.179875773850612219E+01
    0.434021465500201510E-34    0.473069238981055264E+03   -0.105792156589705222E+01   -0.213241076459879242E+01    0.542322922323062812E+03   -0.179963577245934836E+01
    0.433519031272580964E-34    0.473069055572779348E+03   -0.109421718452287386E+01   -0.232298880385805795E+01    0.713376430162871088E+03   -0.176674624814743453E+01
    0.434967901221224955E-34    0.473059882490025643E+03   -0.121554104388174622E+01   -0.237106276469748245E+01    0.142986818393849126E+04   -0.184763838376649225E+01
    0.438772862414867243E-34    0.473039963203184470E+03   -0.103459714224890575E+01   -0.230532672133817229E+01    0.660090038627959188E+03   -0.180547456358297254E+01
    0.440394407905760549E-34    0.473030085552153196E+03   -0.940533158656846169E+00   -0.215117624742193492E+01    0.281832806010159516E+03   -0.167690650917666240E+01
    0.443320744176511043E-34    0.473014339895065461E+03   -0.112600460661473534E+01   -0.240056912234793085E+01    0.137672828872747687E+04   -0.183802851950972723E+01
    0.453132932658391460E-34    0.472968055902141373E+03   -0.111109298478691443E+01   -0.215309082901194326E+01    0.609388177859295979E+03   -0.175185312176909669E+01
    0.459434046575260350E-34    0.472937936169226873E+03   -0.109175631327594580E+01   -0.233297615987738904E+01    0.955611501457818008E+03   -0.178676709123723221E+01
    0.470703731624867611E-34    0.472886969213774421E+03   -0.118033434485940703E+01   -0.224397778699891859E+01    0.836630199942360491E+03   -0.178738728208180930E+01
    0.510774797625828372E-34    0.472721069398334180E+03   -0.112575669189086902E+01   -0.238613442582189528E+01    0.123432369097377841E+04   -0.181560944484321674E+01
    0.510267199980716328E-34    0.472720557946065242E+03   -0.113010654847286141E+01   -0.235180140484152034E+01    0.142083344224707503E+04   -0.184255522959974272E+01
    0.560914609487652489E-34    0.472528789600794823E+03   -0.109361248531317656E+01   -0.210338038690463236E+01    0.468461547548361352E+03   -0.175080356116464664E+01
    0.562407478524808034E-34    0.472520973690311052E+03   -0.102831064267417460E+01   -0.233724604316385065E+01    0.809051159044832161E+03   -0.181009057488789971E+01
    0.565191800337170296E-34    0.472508596679839684E+03   -0.122570483354889959E+01   -0.237373860823705396E+01    0.189223335923301738E+04   -0.186023899182420394E+01
    0.572102601185538318E-34    0.472481790270172894E+03   -0.115480370400917032E+01   -0.235138788317600689E+01    0.105942077440870071E+04   -0.179928758611509032E+01
    0.576186363675301900E-34    0.472465064653339880E+03   -0.968937024058163843E+00   -0.221158789993933702E+01    0.473060669958973278E+03   -0.170322477106419612E+01
    0.590483644304173546E-34    0.472413543091748920E+03   -0.832540078555327412E+00   -0.218055960344909838E+01    0.301249285107622939E+03   -0.169256228831951994E+01
    0.634439234655844218E-34    0.472267443938756912E+03   -0.113358243946152371E+01   -0.231834544076282700E+01    0.132698804938095304E+04   -0.186068103407953167E+01
    0.653823887277483908E-34    0.472204750906795766E+03   -0.921558108782875252E+00   -0.210264046614443245E+01    0.362786795025098513E+03   -0.172830918287348112E+01
    0.698249967134138453E-34    0.472070772650652884E+03   -0.799717298782374186E+00   -0.216443638850588371E+01    0.252196456244579736E+03   -0.160519450033917188E+01
    0.729428588479165552E-34    0.471980904021923038E+03   -0.101714770096877061E+01   -0.233541762766556360E+01    0.766118551604107097E+03   -0.180014205850683062E+01
    0.749392930555406666E-34    0.471924400060481275E+03   -0.106854781254733666E+01   -0.230863915956002685E+01    0.890768233880184312E+03   -0.178208601818431589E+01
    0.762151883175685013E-34    0.471888135251010453E+03   -0.120798702609623376E+01   -0.239400647140613376E+01    0.159223297594005840E+04   -0.186010053094985750E+01
    0.854911143781192936E-34    0.471655931889897602E+03   -0.110024363248964896E+01   -0.231317165425831206E+01    0.970781969954774240E+03   -0.178629384164122129E+01
    0.984906392774103920E-34    0.471370333758286677E+03   -0.119666137816070872E+01   -0.237269460912054342E+01    0.132721097242659584E+04   -0.182560097387462328E+01
    0.100916038517445585E-33    0.471319179041556026E+03   -0.967342979756294241E+00   -0.212576349450877267E+01    0.344697511409359890E+03   -0.166668302055285444E+01
    0.102517713842207342E-33    0.471285185576937749E+03   -0.116308798930424118E+01   -0.237427228863934392E+01    0.130389471744389107E+04   -0.181478902433967448E+01
    0.114895107751425494E-33    0.471054717568914214E+03   -0.954414872623019050E+00   -0.213131910560977644E+01    0.287963750125932393E+03   -0.164838353382910263E+01
    0.115276988777173156E-33    0.471045581119372343E+03   -0.117166728022858280E+01   -0.237293144359724817E+01    0.111513217172978352E+04   -0.182474595101852266E+01
    0.116577048806027848E-33    0.471020651945090776E+03   -0.120457513987926390E+01   -0.236799391349427779E+01    0.137999719539122248E+04   -0.182833272644748490E+01
    0.116639196738024227E-33    0.471017086017057864E+03   -0.836378410312651255E+00   -0.216571378416619087E+01    0.354552735523467788E+03   -0.171116836878728762E+01
    0.117834185848486741E-33    0.470994199917045933E+03   -0.123722874968408192E+01   -0.229044131922349337E+01    0.137958499229683707E+04   -0.184939393772048710E+01
    0.119116664368948470E-33    0.470970050008761064E+03   -0.117701151997123432E+01   -0.241870421305632277E+01    0.170369085894191471E+04   -0.184818999143876184E+01
    0.126387669618310301E-33    0.470849048927244894E+03   -0.101344370154727770E+01   -0.226748773895561939E+01    0.514392506842231796E+03   -0.177856575732184830E+01
    0.127914956615909742E-33    0.470822525496839660E+03   -0.120492896592959653E+01   -0.230320448345353679E+01    0.134151105977479142E+04   -0.186765030209089034E+01
    0.141125756335377449E-33    0.470623454016607582E+03   -0.118401131438820784E+01   -0.227444930475116891E+01    0.146140298315217706E+04   -0.185668667399323439E+01
    0.141615639970909508E-33    0.470614023526313133E+03   -0.866045057235611537E+00   -0.208109580052940224E+01    0.244013336788640913E+03   -0.163751771307562066E+01
    0.144569951080101540E-33    0.470570229818301186E+03   -0.924868180702928200E+00   -0.227185666043197099E+01    0.465356736923170786E+03   -0.175170163659963940E+01
    0.150555953469700297E-33    0.470486587182284950E+03   -0.106899822231423514E+01   -0.229984248422482196E+01    0.575887874057844783E+03   -0.175382924039443644E+01
    0.161093657578807685E-33    0.470348784940296355E+03   -0.113512265922114963E+01   -0.231404193983987483E+01    0.988204543084200395E+03   -0.184977384800019884E+01
    0.175726471472166621E-33    0.470172399486681229E+03   -0.122431276832219993E+01   -0.228079910483689829E+01    0.119422466591812849E+04   -0.184901026511678879E+01
    0.187162643756997459E-33    0.470043800797077438E+03   -0.121795466672534936E+01   -0.239833035304803310E+01    0.170559128592475145E+04   -0.185304833249059797E+01
    0.187493952532692804E-33    0.470037763596714967E+03   -0.105478554422700377E+01   -0.236392353402630384E+01    0.848308601991729574E+03   -0.179804903978150321E+01
    0.192500318173966525E-33    0.469982561167021117E+03   -0.116589087336593344E+01   -0.228755179035825229E+01    0.104653048313075669E+04   -0.185684909392413822E+01
    0.200434815863301764E-33    0.469899278608229793E+03   -0.107480575128727196E+01   -0.235069883838269966E+01    0.934117344025886155E+03   -0.183149722764417078E+01
    0.222968542937084687E-33    0.469683695383282839E+03   -0.114277792801647671E+01   -0.229514218826552785E+01    0.858844724383617745E+03   -0.177779979191443083E+01
    0.223629205526382054E-33    0.469675278084563786E+03   -0.117483611858683190E+01   -0.215638373377248627E+01    0.739567330371736034E+03   -0.181808503586507442E+01
    0.231631675682653907E-33    0.469602459769637221E+03   -0.118552303191127528E+01   -0.241493586911058156E+01    0.149018914638266961E+04   -0.184448815348995154E+01
    0.246379564183332768E-33    0.469476510198873143E+03   -0.109255803881040769E+01   -0.216193717578572731E+01    0.433712247211386114E+03   -0.173883569111414182E+01
    0.263522396164033458E-33    0.469339480061578683E+03   -0.863807161584578154E+00   -0.212442906555725308E+01    0.334996032717315643E+03   -0.171256403566099102E+01
